125	0.00146484
375	0.00119019
625	0.00201416
875	0.000579834
1125	0.00280762
1375	0.00192261
1625	0.00274658
1875	0.0643311
2125	0.0727234
2375	0.0836487
2625	0.0918274
2875	0.0968628
3125	0.10614
3375	0.109558
3625	0.0799866
3875	0.0941467
4125	0.0880737
4375	0.0842285
4625	0.0768738
4875	0.0640869
5125	0.0457764
5375	0.0308533
5625	0.0452271
5875	0.053772
6125	0.0472107
6375	0.0447693
6625	0.0431213
6875	0.040863
7125	0.0381775
7375	0.0424194
7625	0.0468445
7875	0.0523987
8125	0.0577698
8375	0.0579834
8625	0.0549011
8875	0.044281
9125	0.0394287
9375	0.0327759
9625	0.0350952
9875	0.039856
10125	0.0410156
10375	0.0440369
10625	0.0791931
10875	0.0959473
11125	0.123413
11375	0.143433
11625	0.156952
11875	0.142059
12125	0.135406
12375	0.110931
12625	0.11972
12875	0.115784
13125	0.12381
13375	0.108368
13625	0.112579
13875	0.115234
14125	0.101868
14375	0.0941772
14625	0.10495
14875	0.123535
15125	0.114136
15375	0.120544
15625	0.114563
15875	0.0935669
16125	0.0914612
16375	0.0897522
16625	0.081665
16875	0.122955
17125	0.150116
17375	0.173065
17625	0.164093
17875	0.193878
18125	0.162323
18375	0.159302
18625	0.124329
18875	0.119934
19125	0.103973
19375	0.0621948
19625	0.0398865
19875	0.0487671
20125	0.0248413
20375	0.0228882
20625	0.0240173
20875	0.0223389
21125	0.024292
21375	0.0234375
21625	0.0146179
21875	0.0193481
22125	0.0164185
22375	0.0126648
22625	0.0134888
22875	0.0123291
23125	0.0177612
23375	0.0232239
23625	0.0175476
23875	0.0244141
24125	0.0218201
24375	0.0228882
24625	0.0255127
24875	0.0162048
25125	0.0249634
25375	0.0161743
25625	0.0172729
25875	0.0135498
26125	0.0125732
26375	0.0233154
26625	0.0275574
26875	0.0404968
27125	0.0621948
27375	0.0758667
27625	0.0908813
27875	0.0917664
28125	0.0950317
28375	0.085907
28625	0.0917664
28875	0.106842
29125	0.11084
29375	0.112274
29625	0.10141
29875	0.108154
30125	0.109924
30375	0.10849
30625	0.132782
30875	0.15213
31125	0.202942
31375	0.231354
31625	0.236847
31875	0.257446
32125	0.248871
32375	0.117676
32625	0.257141
32875	0.287872
33125	0.335419
33375	0.361725
33625	0.36972
33875	0.32547
34125	0.296631
34375	0.280609
34625	0.291321
34875	0.294525
35125	0.309875
35375	0.314148
35625	0.31665
35875	0.32312
36125	0.325745
36375	0.323883
36625	0.327545
36875	0.326599
37125	0.33194
37375	0.317566
37625	0.335999
37875	0.353455
38125	0.363098
38375	0.360626
38625	0.353546
38875	0.362335
39125	0.330627
39375	0.291992
39625	0.262939
39875	0.267578
40125	0.270447
40375	0.264343
40625	0.302277
40875	0.299835
41125	0.311035
41375	0.313019
41625	0.308899
41875	0.322205
42125	0.355408
42375	0.378296
42625	0.370148
42875	0.324188
43125	0.292542
43375	0.30307
43625	0.319275
43875	0.3078
44125	0.292114
44375	0.29126
44625	0.263977
44875	0.188232
45125	0.0779114
45375	0.0711365
45625	0.0385437
45875	0.0443115
46125	0.050354
46375	0.02771
46625	0.0219727
46875	0.0172424
47125	0.024292
47375	0.0264587
47625	0.0276184
47875	0.0253296
48125	0.0265198
48375	0.0386353
48625	0.0768127
48875	0.211914
49125	0.235687
49375	0.24292
49625	0.260864
49875	0.267914
50125	0.249908
50375	0.241425
50625	0.227753
50875	0.217041
51125	0.235504
51375	0.227295
51625	0.182037
51875	0.199432
52125	0.12561
52375	0.127167
52625	0.13916
52875	0.139465
53125	0.108948
53375	0.106873
53625	0.106537
53875	0.0973511
54125	0.103607
54375	0.108582
54625	0.114197
54875	0.112335
55125	0.100067
55375	0.103851
55625	0.104797
55875	0.101715
56125	0.104523
56375	0.111969
56625	0.111694
56875	0.111725
57125	0.118744
57375	0.128082
57625	0.127045
57875	0.124634
58125	0.119202
58375	0.107025
58625	0.113892
58875	0.104401
59125	0.11087
59375	0.111938
59625	0.116608
59875	0.124054
60125	0.104797
60375	0.128906
60625	0.138062
60875	0.136261
61125	0.116669
61375	0.12265
61625	0.130463
61875	0.12793
62125	0.11908
62375	0.11203
62625	0.114258
62875	0.110474
63125	0.109131
63375	0.111755
63625	0.108032
63875	0.0964966
64125	0.0875244
64375	0.0722961
64625	0.0820923
64875	0.102264
65125	0.102814
65375	0.0830688
65625	0.0782471
65875	0.0840759
66125	0.0882568
66375	0.0867615
66625	0.0830994
66875	0.0813904
67125	0.0952454
67375	0.0976868
67625	0.0801086
67875	0.0758667
68125	0.0796204
68375	0.0639648
68625	0.0673218
68875	0.0898438
69125	0.113861
69375	0.0953369
69625	0.100189
69875	0.0894165
70125	0.0786743
70375	0.0469055
70625	0.0585022
70875	0.0411377
71125	0.0267334
71375	0.0241394
71625	0.0172729
71875	0.0193176
72125	0.0219116
72375	0.0198669
72625	0.0169373
72875	0.0182495
73125	0.0170898
73375	0.013031
73625	0.0179138
73875	0.0177307
74125	0.017395
74375	0.0149841
74625	0.012207
74875	0.0125732
75125	0.013031
75375	0.010376
75625	0.0138855
75875	0.0118408
76125	0.0137329
76375	0.010498
76625	0.0130615
76875	0.00497437
77125	0.00531006
77375	0.00531006
77625	0.00314331
77875	0.00311279
78125	0.00448608
78375	0.00234985
78625	0.00354004
78875	0.00320435
79125	0.00302124
79375	0.0038147
79625	0.00247192
79875	0.00402832
80125	0.00228882
80375	0.00466919
80625	0.0038147
80875	0.00390625
81125	0.000701904
81375	0.00119019
81625	0.00741577
81875	0.0113525
82125	0.0090332
82375	0.0142517
82625	0.0440369
82875	0.0838318
83125	0.108124
83375	0.147156
83625	0.162689
83875	0.138153
84125	0.130829
84375	0.121918
84625	0.112732
84875	0.115082
85125	0.121155
85375	0.129333
85625	0.122192
85875	0.115204
86125	0.116211
86375	0.122253
86625	0.111115
86875	0.0730591
87125	0.0635681
87375	0.0637817
87625	0.0623474
87875	0.0655823
88125	0.0470581
88375	0.032196
88625	0.0132446
88875	0.00738525
89125	0.0108032
89375	0.0093689
89625	0.00820923
89875	0.010376
90125	0.0105896
90375	0.0131836
90625	0.0107117
90875	0.0101318
91125	0.0324097
91375	0.0461426
91625	0.0234375
